"id" "protocol_type" "flag" "src_bytes" "logged_in" "count" "srv_count" "serror_rate" "srv_serror_rate" "rerror_rate" "srv_rerror_rate" "diff_srv_rate" "dst_host_diff_srv_rate" "dst_host_same_src_port_rate" "dst_host_serror_rate" "dst_host_srv_serror_rate" "dst_host_rerror_rate" "out"
"282" "tcp" "SF" 310 1 1 1 0 0 0 0 0 0 0.03 0 0 0.1 "normal."
"283" "tcp" "S0" 0 0 240 19 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"284" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"285" "tcp" "SF" 229 1 3 4 0 0 0 0.25 0 0 0 0 0 0 "normal."
"286" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"287" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"288" "tcp" "S0" 0 0 268 24 1 1 0 0 0.05 0.05 0 1 1 0 "neptune."
"289" "udp" "SF" 146 0 4 2 0 0 0 0 0.5 0.85 1 0 0 0 "normal."
"290" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"291" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"292" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"293" "tcp" "SF" 1592 1 1 2 0 0 0 0 0 0.06 0 0 0 0 "normal."
"294" "tcp" "SF" 247 1 19 20 0 0 0 0 0 0 0.02 0 0 0 "normal."
"295" "tcp" "S0" 0 0 202 2 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"296" "tcp" "SF" 676 1 1 2 0 0 0 0 0 0.02 0.01 0 0 0 "normal."
"297" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"298" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"299" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"300" "tcp" "SF" 11492 1 1 2 0 0 0 0 0 0.05 0.01 0 0 0 "normal."
"301" "tcp" "S0" 0 0 294 18 1 1 0 0 0.05 0.09 0 1 1 0 "neptune."
"302" "tcp" "S1" 275 1 3 3 0.33 0.33 0 0 0 0 0.01 0.01 0.01 0.01 "normal."
"303" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"304" "tcp" "REJ" 0 0 1 1 0 0 1 1 0 0 0.01 0 0 1 "normal."
"305" "tcp" "REJ" 0 0 1 2 0 0 1 1 0 0 0.5 0 0.01 1 "normal."
"306" "tcp" "REJ" 0 0 144 14 0 0 1 1 0.06 0.06 0 0 0 1 "neptune."
"307" "tcp" "S0" 0 0 216 2 1 0.5 0 0 0.06 0.06 0 1 1 0 "neptune."
"308" "tcp" "REJ" 0 0 110 11 0 0 1 1 0.06 0.06 0 0 0 1 "neptune."
"309" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"310" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"311" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"312" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"313" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"314" "tcp" "S0" 0 0 135 7 1 1 0 0 0.07 0.07 0 1 1 0 "neptune."
"315" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"316" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"317" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"318" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"319" "tcp" "SF" 362 1 6 7 0 0 0 0 0 0 0.01 0.02 0.01 0 "normal."
"320" "tcp" "SF" 221 1 4 13 0 0 0 0 0 0 0 0 0 0 "normal."
"321" "tcp" "S0" 0 0 114 12 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"322" "tcp" "S0" 0 0 218 9 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"323" "udp" "SF" 36 0 6 6 0 0 0 0 0 0 1 0 0 0 "normal."
"324" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"325" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"326" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"327" "udp" "SF" 105 0 1 1 0 0 0 0 0 0.01 0 0 0 0 "normal."
"328" "icmp" "SF" 520 0 463 463 0 0 0 0 0 0 1 0 0 0 "smurf."
"329" "tcp" "SF" 222 1 5 5 0 0 0 0 0 0 0.01 0 0 0 "normal."
"330" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"331" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"332" "udp" "SF" 146 0 1 1 0 0 0 0 0 0.71 0.99 0 0 0 "normal."
"333" "tcp" "REJ" 0 0 148 19 0 0 1 1 0.05 0.06 0 0 0 1 "neptune."
"334" "tcp" "S0" 0 0 149 19 1 1 0 0 0.05 0.06 0 1 1 0 "neptune."
"335" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"336" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"337" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"338" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"339" "udp" "SF" 44 0 4 13 0 0 0 0 0 0.01 0.01 0 0 0 "normal."
"340" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"341" "tcp" "S0" 0 0 297 24 1 1 0 0 0.05 0.05 0 1 1 0 "neptune."
"342" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"343" "tcp" "SF" 224 1 7 7 0 0 0 0 0 0 0.02 0 0 0 "normal."
"344" "tcp" "S0" 0 0 34 8 1 1 0 0 0.12 0.05 0 1 1 0 "neptune."
"345" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"346" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"347" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"348" "tcp" "SF" 328 1 9 9 0 0 0 0 0 0 0.03 0 0 0 "normal."
"349" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"350" "tcp" "S0" 0 0 224 3 1 1 0 0 0.05 0.06 0 1 1 0 "neptune."
"351" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"352" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"353" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"354" "tcp" "REJ" 0 0 210 5 0 0 1 1 0.07 0.07 0 0 0 1 "neptune."
"355" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"356" "tcp" "REJ" 0 0 132 4 0 0 1 1 0.06 0.07 0 0 0 1 "neptune."
"357" "tcp" "S0" 0 0 248 5 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"358" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"359" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"360" "tcp" "SF" 271 1 2 5 0 0 0 0 0 0 0.03 0 0 0 "normal."
"361" "tcp" "SF" 237 1 10 21 0 0 0 0 0 0 0.03 0 0.01 0 "normal."
"362" "tcp" "REJ" 0 0 127 5 0 0 1 1 0.07 0.09 0 0 0 1 "neptune."
"363" "tcp" "REJ" 0 0 258 2 0 0 1 1 0.07 0.07 0 0 0 1 "neptune."
"364" "tcp" "SF" 334 1 6 6 0 0 0 0 0 0 0 0.01 0.01 0 "normal."
"365" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"366" "tcp" "S0" 0 0 204 10 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"367" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"368" "tcp" "S0" 0 0 226 13 1 1 0 0 0.07 0.08 0 1 1 0 "neptune."
"369" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"370" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"371" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"372" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"373" "tcp" "SF" 227 1 9 9 0 0 0 0 0 0 0 0 0 0 "normal."
"374" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"375" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"376" "tcp" "S0" 0 0 138 9 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"377" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"378" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"379" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"380" "tcp" "S0" 0 0 22 10 1 1 0 0 0.14 0.08 0 1 1 0 "neptune."
"381" "tcp" "REJ" 0 0 221 7 0 0 1 1 0.07 0.08 0 0 0 1 "neptune."
"382" "icmp" "SF" 1032 0 430 430 0 0 0 0 0 0 1 0 0 0 "smurf."
"383" "tcp" "SF" 220 1 12 14 0 0 0 0 0 0 0.02 0 0 0 "normal."
"384" "icmp" "SF" 520 0 449 449 0 0 0 0 0 0 1 0 0 0 "smurf."
"385" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"386" "tcp" "REJ" 0 0 121 14 0 0 1 1 0.07 0.08 0.01 0 0 1 "neptune."
"387" "udp" "SF" 105 0 1 1 0 0 0 0 0 0.01 0 0 0 0 "normal."
"388" "tcp" "REJ" 0 0 1 1 0 0 1 1 0 0 0.33 0 0 1 "normal."
"389" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"390" "icmp" "SF" 520 0 490 490 0 0 0 0 0 0 1 0 0 0 "smurf."
"391" "tcp" "REJ" 0 0 1 1 0 0 1 1 0 0 0.02 0 0 0.93 "normal."
"392" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"393" "tcp" "S0" 0 0 248 2 1 1 0 0 0.05 0.06 0 1 1 0 "neptune."
"394" "tcp" "S0" 0 0 109 5 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"395" "tcp" "S0" 0 0 243 9 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"396" "icmp" "SF" 1032 0 511 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"397" "tcp" "SF" 254 1 29 29 0.03 0.03 0 0 0 0 0 0 0 0 "normal."
"398" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"399" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"400" "icmp" "SF" 1032 0 489 489 0 0 0 0 0 0 1 0 0 0 "smurf."
"401" "tcp" "SF" 306 1 10 16 0 0 0 0 0 0 0.01 0 0 0 "normal."
"402" "tcp" "S0" 0 0 266 13 1 1 0 0 0.05 0.05 0 1 1 0 "neptune."
"403" "tcp" "SF" 985 1 1 2 0 0 0 0 0 0.09 0.03 0 0.01 0 "normal."
"404" "tcp" "S0" 0 0 140 20 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"405" "tcp" "SF" 235 1 7 7 0 0 0 0 0 0 0.14 0 0 0 "normal."
"406" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"407" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"408" "icmp" "SF" 520 0 477 477 0 0 0 0 0 0 1 0 0 0 "smurf."
"409" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"410" "tcp" "SF" 239 1 15 15 0 0 0 0 0 0 0.07 0 0 0 "normal."
"411" "tcp" "SF" 208 1 10 11 0 0 0 0 0 0 0.01 0 0 0 "normal."
"412" "icmp" "SF" 520 0 448 448 0 0 0 0 0 0 1 0 0 0 "smurf."
"413" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"414" "tcp" "S0" 0 0 215 1 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"415" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"416" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"417" "tcp" "SF" 245 1 2 2 0 0 0 0 0 0.04 0.4 0 0.01 0 "normal."
"418" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"419" "tcp" "REJ" 0 0 278 19 0 0 1 1 0.06 0.06 0 0 0 1 "neptune."
"420" "tcp" "SF" 567 1 1 1 0 0 0 0 0 0.03 0.32 0 0 0 "normal."
"421" "tcp" "S0" 0 0 103 4 1 1 0 0 0.06 0.05 0 1 1 0 "neptune."
"422" "tcp" "S0" 0 0 218 17 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"423" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"424" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"425" "udp" "SF" 147 0 1 1 0 0 0 0 0 0.74 1 0 0 0 "normal."
"426" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"427" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"428" "tcp" "S0" 0 0 222 10 1 1 0 0 0.07 0.09 0 1 1 0 "neptune."
"429" "tcp" "SF" 297 1 11 11 0 0 0 0 0 0 0.02 0 0 0 "normal."
"430" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"431" "tcp" "S0" 0 0 147 25 1 1 0 0 0.05 0.05 0 1 1 0 "neptune."
"432" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"433" "tcp" "SF" 274 1 2 3 0 0 0 0 0 0 0.02 0 0 0 "normal."
"434" "tcp" "S0" 0 0 235 7 1 1 0 0 0.07 0.08 0 1 1 0 "neptune."
"435" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"436" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"437" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"438" "tcp" "SF" 239 1 23 23 0 0 0 0 0 0 0.01 0 0 0 "normal."
"439" "tcp" "SF" 2656 1 1 1 0 0 0 0 0 0.04 0.01 0 0 0 "normal."
"440" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"441" "tcp" "REJ" 0 0 1 1 0 0 1 1 0 0 0.03 0 0 1 "normal."
"442" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"443" "tcp" "SF" 1167 1 1 2 0 0 0 0 0 0 0.08 0 0 0 "normal."
"444" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"445" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"446" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"447" "icmp" "SF" 1032 0 509 509 0 0 0 0 0 0 1 0 0 0 "smurf."
"448" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"449" "tcp" "S0" 0 0 124 11 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"450" "tcp" "SF" 243 1 15 16 0 0 0 0 0 0 0.01 0 0 0 "normal."
"451" "icmp" "SF" 1032 0 509 509 0 0 0 0 0 0 1 0 0 0 "smurf."
"452" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"453" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"454" "tcp" "SF" 200 1 13 14 0 0 0 0 0 0 0.02 0 0 0 "normal."
"455" "tcp" "SF" 214 1 18 37 0 0 0 0 0 0 0.06 0 0 0 "normal."
"456" "icmp" "SF" 520 0 450 450 0 0 0 0 0 0 1 0 0 0 "smurf."
"457" "tcp" "S0" 0 0 97 4 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"458" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"459" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"460" "tcp" "SF" 254 1 1 1 0 0 0 0 0 0 0.01 0 0.01 0.13 "normal."
"461" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"462" "tcp" "SF" 270 1 26 38 0 0 0 0 0 0 0.01 0 0 0 "normal."
"463" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"464" "tcp" "SF" 1954 1 1 1 0 0 0 0 0 0.03 0.01 0 0 0 "normal."
"465" "tcp" "S0" 0 0 258 2 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"466" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"467" "tcp" "S0" 0 0 108 9 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"468" "tcp" "SF" 536 1 10 11 0 0 0 0 0 0 0 0 0 0 "normal."
"469" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"470" "tcp" "RSTO" 0 0 216 4 0 0 1 1 0.07 0.08 0 0 0 1 "neptune."
"471" "udp" "SF" 105 0 1 1 0 0 0 0 0 0.01 0 0 0 0 "normal."
"472" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"473" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"474" "tcp" "S0" 0 0 106 4 1 1 0 0 0.07 0.07 0 1 1 0 "neptune."
"475" "tcp" "SF" 293 1 4 15 0 0 0 0 0 0 0.11 0 0 0 "normal."
"476" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"477" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"478" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"479" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"480" "icmp" "SF" 1032 0 504 504 0 0 0 0 0 0 1 0 0 0 "smurf."
"481" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"482" "tcp" "REJ" 0 0 117 14 0 0 1 1 0.07 0.07 0 0 0 1 "neptune."
"483" "tcp" "S0" 0 0 246 1 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"484" "tcp" "S0" 0 0 138 8 1 1 0 0 0.07 0.06 0 1 1 0 "neptune."
"485" "tcp" "S0" 0 0 223 11 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"486" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"487" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"488" "tcp" "SF" 257 1 3 24 0 0 0 0 0 0 0.02 0 0 0 "normal."
"489" "tcp" "SF" 410 1 17 21 0 0 0 0 0 0 0.02 0 0 0 "normal."
"490" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"491" "tcp" "S0" 0 0 138 8 1 1 0 0 0.07 0.06 0 1 1 0 "neptune."
"492" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"493" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"494" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"495" "udp" "SF" 105 0 1 1 0 0 0 0 0 0.01 0.01 0 0 0 "normal."
"496" "tcp" "S0" 0 0 261 8 1 1 0 0 0.05 0.05 0 1 1 0 "neptune."
"497" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"498" "tcp" "SF" 332 1 6 6 0 0 0 0 0 0 0.07 0 0.01 0 "normal."
"499" "tcp" "S0" 0 0 116 9 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"500" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"501" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"502" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"503" "icmp" "SF" 1032 0 508 508 0 0 0 0 0 0 1 0 0 0 "smurf."
"504" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"505" "tcp" "S0" 0 0 248 16 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"506" "tcp" "SF" 209 1 10 10 0 0 0 0 0 0 0 0 0 0 "normal."
"507" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"508" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"509" "tcp" "S0" 0 0 89 18 1 1 0 0 0.06 0.08 0 1 1 0 "neptune."
"510" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"511" "icmp" "SF" 520 0 446 446 0 0 0 0 0 0 1 0 0 0 "smurf."
"512" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"513" "tcp" "SF" 390 1 1 2 0 0 0 0 0 0 0.01 0 0 0 "normal."
"514" "tcp" "SF" 953 1 1 1 0 0 0 0 0 0.07 0.01 0 0 0 "normal."
"515" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"516" "icmp" "SF" 520 0 453 453 0 0 0 0 0 0 1 0 0 0 "smurf."
"517" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"518" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"519" "icmp" "SF" 1032 0 509 509 0 0 0 0 0 0 1 0 0 0 "smurf."
"520" "icmp" "SF" 520 0 448 448 0 0 0 0 0 0 1 0 0 0 "smurf."
"521" "icmp" "SF" 1032 0 509 509 0 0 0 0 0 0 1 0 0 0 "smurf."
"522" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"523" "tcp" "SF" 391 1 11 24 0 0 0 0 0 0 0 0 0 0 "normal."
"524" "tcp" "S0" 0 0 205 9 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"525" "tcp" "SF" 865 1 1 3 0 0 0 0 0 0.02 0 0 0.01 0 "normal."
"526" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"527" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"528" "tcp" "SF" 218 1 4 4 0 0 0 0 0 0 0 0 0 0 "normal."
"529" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"530" "tcp" "S0" 0 0 292 21 1 1 0 0 0.05 0.05 0 1 1 0 "neptune."
"531" "tcp" "REJ" 0 0 227 7 0 0 1 1 0.07 0.07 0 0 0 1 "neptune."
"532" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"533" "tcp" "SF" 233 1 10 10 0 0 0 0 0 0 0 0 0 0 "normal."
"534" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"535" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"536" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"537" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"538" "tcp" "S0" 0 0 140 17 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"539" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"540" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"541" "udp" "SF" 147 0 4 2 0 0 0 0 0.5 0.53 0.92 0 0 0 "normal."
"542" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"543" "tcp" "REJ" 0 0 107 8 0 0 1 1 0.07 0.08 0 0 0 1 "neptune."
"544" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"545" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"546" "tcp" "S0" 0 0 108 7 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"547" "tcp" "S0" 0 0 233 18 1 1 0 0 0.06 0.08 0 1 1 0 "neptune."
"548" "udp" "SF" 105 0 1 1 0 0 0 0 0 0.01 0 0 0 0 "normal."
"549" "udp" "SF" 145 0 1 1 0 0 0 0 0 0.84 1 0 0 0 "normal."
"550" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"551" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"552" "tcp" "S0" 0 0 210 5 1 1 0 0 0.07 0.07 0 1 1 0 "neptune."
"553" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"554" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"555" "tcp" "SF" 202 1 6 6 0 0 0 0 0 0 0 0 0 0 "normal."
"556" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"557" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"558" "tcp" "SF" 239 1 3 21 0 0 0 0 0 0 0.01 0 0 0 "normal."
"559" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"560" "tcp" "S0" 0 0 204 2 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"561" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"562" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"563" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"564" "icmp" "SF" 1032 0 509 509 0 0 0 0 0 0 1 0 0 0 "smurf."
